Entity,Code,Year,Population - Sex: all - Age: all - Variant: medium,Population - Sex: all - Age: all - Variant: medium
Antigua and Barbuda,ATG,2028,96707,95381
Antigua and Barbuda,ATG,2029,97130,95720
Antigua and Barbuda,ATG,2030,97515,96008
Antigua and Barbuda,ATG,2031,97892,96264
Antigua and Barbuda,ATG,2032,98211,96486
Antigua and Barbuda,ATG,2033,98516,96690
Antigua and Barbuda,ATG,2034,98802,96869
Antigua and Barbuda,ATG,2035,99045,97021
Antigua and Barbuda,ATG,2036,99256,97120
Antigua and Barbuda,ATG,2037,99429,97169
Antigua and Barbuda,ATG,2038,99582,97193
Antigua and Barbuda,ATG,2039,99695,97183
Antigua and Barbuda,ATG,2040,99782,97142
Antigua and Barbuda,ATG,2041,99845,97061
Antigua and Barbuda,ATG,2042,99862,96950
Antigua and Barbuda,ATG,2043,99847,96802
Antigua and Barbuda,ATG,2044,99816,96628
Antigua and Barbuda,ATG,2045,99750,96424
Antigua and Barbuda,ATG,2046,99669,96201
Antigua and Barbuda,ATG,2047,99553,95952
Antigua and Barbuda,ATG,2048,99407,95679
Antigua and Barbuda,ATG,2049,99234,95387
Antigua and Barbuda,ATG,2050,99038,95063
Antigua and Barbuda,ATG,2051,98821,94722
Antigua and Barbuda,ATG,2052,98592,94365
Antigua and Barbuda,ATG,2053,98341,93974
Antigua and Barbuda,ATG,2054,98071,93567
Antigua and Barbuda,ATG,2055,97784,93140
Antigua and Barbuda,ATG,2056,97482,92727
Antigua and Barbuda,ATG,2057,97163,92314
Antigua and Barbuda,ATG,2058,96838,91869
Antigua and Barbuda,ATG,2059,96495,91424
Antigua and Barbuda,ATG,2060,96145,90989
Antigua and Barbuda,ATG,2061,95776,90517
Antigua and Barbuda,ATG,2062,95385,90049
Antigua and Barbuda,ATG,2063,94997,89565
Antigua and Barbuda,ATG,2064,94598,89067
Antigua and Barbuda,ATG,2065,94199,88567
Antigua and Barbuda,ATG,2066,93787,88047
Antigua and Barbuda,ATG,2067,93344,87518
Antigua and Barbuda,ATG,2068,92908,86973
Antigua and Barbuda,ATG,2069,92464,86429
Antigua and Barbuda,ATG,2070,92005,85880
Antigua and Barbuda,ATG,2071,91533,85312
Antigua and Barbuda,ATG,2072,91073,84728
Antigua and Barbuda,ATG,2073,90597,84152
Antigua and Barbuda,ATG,2074,90117,83568
Antigua and Barbuda,ATG,2075,89629,82984
Antigua and Barbuda,ATG,2076,89123,82414
Antigua and Barbuda,ATG,2077,88612,81802
Antigua and Barbuda,ATG,2078,88096,81183
Antigua and Barbuda,ATG,2079,87578,80556
Antigua and Barbuda,ATG,2080,87054,79930
Antigua and Barbuda,ATG,2081,86527,79319
Antigua and Barbuda,ATG,2082,85995,78695
Antigua and Barbuda,ATG,2083,85446,78071
Antigua and Barbuda,ATG,2084,84903,77450
Antigua and Barbuda,ATG,2085,84361,76837
Antigua and Barbuda,ATG,2086,83814,76220
Antigua and Barbuda,ATG,2087,83269,75586
Antigua and Barbuda,ATG,2088,82726,74969
Antigua and Barbuda,ATG,2089,82189,74361
Antigua and Barbuda,ATG,2090,81652,73753
Antigua and Barbuda,ATG,2091,81122,73146
Antigua and Barbuda,ATG,2092,80590,72535
Antigua and Barbuda,ATG,2093,80066,71941
Antigua and Barbuda,ATG,2094,79540,71359
Antigua and Barbuda,ATG,2095,79018,70776
Antigua and Barbuda,ATG,2096,78512,70202
Antigua and Barbuda,ATG,2097,78012,69631
Antigua and Barbuda,ATG,2098,77505,69078
Antigua and Barbuda,ATG,2099,77008,68538
Antigua and Barbuda,ATG,2100,76521,67996
Argentina,ARG,2022,45510324,
Argentina,ARG,2023,45773890,
Argentina,ARG,2024,46057864,45696154
Argentina,ARG,2025,46337530,45851379
Argentina,ARG,2026,46613496,46003732
Argentina,ARG,2027,46885960,46153343
Argentina,ARG,2028,47154444,46299942
Argentina,ARG,2029,47418610,46443768
Argentina,ARG,2030,47678556,46585023
Argentina,ARG,2031,47933520,46723737
Argentina,ARG,2032,48184276,46859877
Argentina,ARG,2033,48431572,46993523
Argentina,ARG,2034,48674650,47124538
Argentina,ARG,2035,48912960,47251992
Argentina,ARG,2036,49145852,47375358
Argentina,ARG,2037,49373720,47494512
Argentina,ARG,2038,49595170,47608786
Argentina,ARG,2039,49808560,47716826
Argentina,ARG,2040,50014490,47817642
Argentina,ARG,2041,50212930,47910484
Argentina,ARG,2042,50402788,47994506
Argentina,ARG,2043,50584840,48069550
Argentina,ARG,2044,50759164,48135521
Argentina,ARG,2045,50924790,48191835
Argentina,ARG,2046,51081908,48237675
Argentina,ARG,2047,51231276,48272482
Argentina,ARG,2048,51371596,48296024
Argentina,ARG,2049,51501316,48308269
Argentina,ARG,2050,51621172,48308944
Argentina,ARG,2051,51730940,48297091
Argentina,ARG,2052,51830730,48272369
Argentina,ARG,2053,51920040,48234731
Argentina,ARG,2054,51999264,48184619
Argentina,ARG,2055,52068028,48122226
Argentina,ARG,2056,52126668,48047356
Argentina,ARG,2057,52176084,47960608
Argentina,ARG,2058,52215388,47862861
Argentina,ARG,2059,52245010,47755330
Argentina,ARG,2060,52265800,47638690
Argentina,ARG,2061,52277810,47513469
Argentina,ARG,2062,52281056,47380745
Argentina,ARG,2063,52276576,47241189
Argentina,ARG,2064,52264440,47095285
Argentina,ARG,2065,52245380,46943416
Argentina,ARG,2066,52218244,46786068
Argentina,ARG,2067,52183036,46623479
Argentina,ARG,2068,52139988,46455030
Argentina,ARG,2069,52088240,46280515
Argentina,ARG,2070,52028280,46100468
Argentina,ARG,2071,51960536,45914883
Argentina,ARG,2072,51885304,45723826
Argentina,ARG,2073,51802900,45527209
Argentina,ARG,2074,51713020,45324187
Argentina,ARG,2075,51614970,45115119
Argentina,ARG,2076,51510296,44900126
Argentina,ARG,2077,51400730,44679066
Argentina,ARG,2078,51285056,44451504
Argentina,ARG,2079,51163664,44217090
Argentina,ARG,2080,51036108,43976230
Argentina,ARG,2081,50901652,43728848
Argentina,ARG,2082,50761530,43474938
Argentina,ARG,2083,50616040,43214640
Argentina,ARG,2084,50465468,42948618
Argentina,ARG,2085,50309412,42677131
Argentina,ARG,2086,50148850,42400661
Argentina,ARG,2087,49983700,42120021
Argentina,ARG,2088,49813680,41835497
Argentina,ARG,2089,49640050,41547113
Argentina,ARG,2090,49463444,41255037
Argentina,ARG,2091,49283276,40959936
Argentina,ARG,2092,49100256,40662494
Argentina,ARG,2093,48915064,40363215
Argentina,ARG,2094,48726996,40062935
Argentina,ARG,2095,48536696,39761857
Argentina,ARG,2096,48344990,39460115
Argentina,ARG,2097,48151480,39158398
Argentina,ARG,2098,47956036,38857018
Argentina,ARG,2099,47759290,38556121
Argentina,ARG,2100,47561636,38255992
Armenia,ARM,2022,2780472,
Armenia,ARM,2023,2777974,
Armenia,ARM,2024,2777983,2973843
Armenia,ARM,2025,2777009,2952358
Armenia,ARM,2026,2775113,2930916
Armenia,ARM,2027,2772319,2910494
Armenia,ARM,2028,2768744,2890810
Armenia,ARM,2029,2764475,2871009
Armenia,ARM,2030,2759527,2851289
Armenia,ARM,2031,2753929,2831832
Armenia,ARM,2032,2747760,2812793
Armenia,ARM,2033,2741127,2794037
Armenia,ARM,2034,2734048,2775356
Armenia,ARM,2035,2726570,2756734
Armenia,ARM,2036,2718728,2738173
Armenia,ARM,2037,2710499,2719937
Armenia,ARM,2038,2701926,2701967
Armenia,ARM,2039,2693020,2683823
Armenia,ARM,2040,2683812,2665529
Armenia,ARM,2041,2674266,2647718
Armenia,ARM,2042,2664339,2630120
Armenia,ARM,2043,2654036,2612705
Armenia,ARM,2044,2643417,2595827
Armenia,ARM,2045,2632511,2579225
Armenia,ARM,2046,2621298,2562512
Armenia,ARM,2047,2609804,2545698
Armenia,ARM,2048,2598021,2528843
Armenia,ARM,2049,2585906,2511985
Armenia,ARM,2050,2573471,2495199
Armenia,ARM,2051,2560649,2478354
Armenia,ARM,2052,2547442,2461259
Armenia,ARM,2053,2533864,2444633
Armenia,ARM,2054,2519909,2428068
Armenia,ARM,2055,2505513,2411278
Armenia,ARM,2056,2490675,2394615
Armenia,ARM,2057,2475472,2377612
Armenia,ARM,2058,2459867,2360635
Armenia,ARM,2059,2443875,2343629
Armenia,ARM,2060,2427507,2326389
Armenia,ARM,2061,2410781,2309101
Armenia,ARM,2062,2393661,2291875
Armenia,ARM,2063,2376149,2274520
Armenia,ARM,2064,2358236,2256812
Armenia,ARM,2065,2339847,2238880
Armenia,ARM,2066,2320974,2220734
Armenia,ARM,2067,2301671,2202468
Armenia,ARM,2068,2281877,2184004
Armenia,ARM,2069,2261574,2165469
Armenia,ARM,2070,2240823,2146967
Armenia,ARM,2071,2219694,2128450
Armenia,ARM,2072,2198246,2109845
Armenia,ARM,2073,2176488,2091135
Armenia,ARM,2074,2154416,2072512
Armenia,ARM,2075,2132144,2054121
Armenia,ARM,2076,2109673,2036145
Armenia,ARM,2077,2087012,2018465
Armenia,ARM,2078,2064219,2000864
Armenia,ARM,2079,2041388,1983527
Armenia,ARM,2080,2018593,1966511
Armenia,ARM,2081,1995885,1949734
Armenia,ARM,2082,1973264,1933253
Armenia,ARM,2083,1950789,1917262
Armenia,ARM,2084,1928559,1901750
Armenia,ARM,2085,1906568,1886564
Armenia,ARM,2086,1884827,1871669
Armenia,ARM,2087,1863319,1857171
Armenia,ARM,2088,1842076,1843176
Armenia,ARM,2089,1821087,1829556
Armenia,ARM,2090,1800340,1816235
Armenia,ARM,2091,1779845,1803143
Armenia,ARM,2092,1759518,1790312
Armenia,ARM,2093,1739359,1777671
Armenia,ARM,2094,1719308,1765143
Armenia,ARM,2095,1699311,1752810
Armenia,ARM,2096,1679315,1740656
Armenia,ARM,2097,1659259,1728528
Armenia,ARM,2098,1639161,1716389
Armenia,ARM,2099,1619020,1704283
Armenia,ARM,2100,1598832,1692198
Aruba,ABW,2022,106459,
Aruba,ABW,2023,106286,
Aruba,ABW,2024,106191,108076
Aruba,ABW,2025,106056,108158
Aruba,ABW,2026,105895,108174
Aruba,ABW,2027,105706,108151
Aruba,ABW,2028,105474,108096
Aruba,ABW,2029,105215,108003
Aruba,ABW,2030,104933,107872
Aruba,ABW,2031,104627,107692
Aruba,ABW,2032,104284,107484
Aruba,ABW,2033,103919,107254
Aruba,ABW,2034,103540,106970
Aruba,ABW,2035,103137,106688
Aruba,ABW,2036,102701,106373
Aruba,ABW,2037,102248,106041
Aruba,ABW,2038,101773,105673
Aruba,ABW,2039,101285,105291
Aruba,ABW,2040,100753,104889
Aruba,ABW,2041,100200,104493
Aruba,ABW,2042,99624,104079
Aruba,ABW,2043,99023,103656
Aruba,ABW,2044,98402,103198
Aruba,ABW,2045,97761,102712
Aruba,ABW,2046,97082,102186
Aruba,ABW,2047,96387,101655
Aruba,ABW,2048,95668,101123
Aruba,ABW,2049,94936,100571
Aruba,ABW,2050,94195,100006
Aruba,ABW,2051,93437,99425
Aruba,ABW,2052,92656,98819
Aruba,ABW,2053,91871,98205
Aruba,ABW,2054,91076,97593
Aruba,ABW,2055,90270,97007
Aruba,ABW,2056,89478,96448
Aruba,ABW,2057,88683,95887
Aruba,ABW,2058,87898,95329
Aruba,ABW,2059,87118,94776
Aruba,ABW,2060,86348,94204
Aruba,ABW,2061,85595,93661
Aruba,ABW,2062,84854,93128
Aruba,ABW,2063,84119,92599
Aruba,ABW,2064,83411,92088
Aruba,ABW,2065,82705,91590
Aruba,ABW,2066,82022,91106
Aruba,ABW,2067,81345,90637
Aruba,ABW,2068,80691,90175
Aruba,ABW,2069,80044,89700
Aruba,ABW,2070,79405,89257
Aruba,ABW,2071,78770,88814
Aruba,ABW,2072,78145,88385
Aruba,ABW,2073,77516,87959
Aruba,ABW,2074,76895,87533
Aruba,ABW,2075,76277,87100
Aruba,ABW,2076,75657,86673
Aruba,ABW,2077,75030,86250
Aruba,ABW,2078,74406,85809
Aruba,ABW,2079,73777,85385
Aruba,ABW,2080,73146,84949
Aruba,ABW,2081,72509,84510
Aruba,ABW,2082,71879,84062
Aruba,ABW,2083,71240,83616
Aruba,ABW,2084,70590,83149
Aruba,ABW,2085,69944,82678
Aruba,ABW,2086,69295,82213
Aruba,ABW,2087,68630,81736
Aruba,ABW,2088,67966,81254
Aruba,ABW,2089,67302,80762
Aruba,ABW,2090,66637,80266
Aruba,ABW,2091,65971,79765
Aruba,ABW,2092,65308,79267
Aruba,ABW,2093,64650,78753
Aruba,ABW,2094,63990,78244
Aruba,ABW,2095,63336,77733
Aruba,ABW,2096,62697,77216
Aruba,ABW,2097,62061,76699
Aruba,ABW,2098,61436,76191
Aruba,ABW,2099,60820,75678
Aruba,ABW,2100,60209,75189
Asia (UN),,2022,4722635000,
Asia (UN),,2023,4753080000,
Asia (UN),,2024,4785060400,4806897977
Asia (UN),,2025,4816249000,4835320066
Asia (UN),,2026,4846533000,4863327434
Asia (UN),,2027,4875924500,4890963063
Asia (UN),,2028,4904447000,4917843786
Asia (UN),,2029,4932067000,4943926498
Asia (UN),,2030,4958807600,4969233377
Asia (UN),,2031,4984644000,4993723015
Asia (UN),,2032,5009595400,5017352064
Asia (UN),,2033,5033654000,5040129129
Asia (UN),,2034,5056753000,5062015125
Asia (UN),,2035,5078923000,5082984200
Asia (UN),,2036,5100164600,5103100892
Asia (UN),,2037,5120499700,5122349872
Asia (UN),,2038,5139986400,5140673202
Asia (UN),,2039,5158542000,5158094377
Asia (UN),,2040,5176104400,5174593442
Asia (UN),,2041,5192699000,5190087843
Asia (UN),,2042,5208339000,5204528697
Asia (UN),,2043,5222964000,5217954631
Asia (UN),,2044,5236500500,5230375966
Asia (UN),,2045,5248928000,5241726786
Asia (UN),,2046,5260215300,5251949939
Asia (UN),,2047,5270304300,5260932965
Asia (UN),,2048,5279151000,5268643468
Asia (UN),,2049,5286706700,5275145138
Asia (UN),,2050,5292947500,5280378378
Asia (UN),,2051,5297891300,5284230189
Asia (UN),,2052,5301583000,5286754879
Asia (UN),,2053,5304023600,5288123894
Asia (UN),,2054,5305230000,5288307729
Asia (UN),,2055,5305281000,5287300430
Asia (UN),,2056,5304204000,5285221130
Asia (UN),,2057,5302060500,5282112957
Asia (UN),,2058,5298949000,5277983409
Asia (UN),,2059,5294889000,5272838488
Asia (UN),,2060,5289927000,5266840012
Asia (UN),,2061,5284180500,5260047766
Asia (UN),,2062,5277721600,5252560165
Asia (UN),,2063,5270623000,5244518583
Asia (UN),,2064,5262896600,5235886556
Asia (UN),,2065,5254539000,5226686837
Asia (UN),,2066,5245573600,5216941550
Asia (UN),,2067,5236061000,5206602087
Asia (UN),,2068,5226005000,5195749924
Asia (UN),,2069,5215416000,5184405369
Asia (UN),,2070,5204303400,5172528461
Asia (UN),,2071,5192641000,5160113567
Asia (UN),,2072,5180454000,5147107926
Asia (UN),,2073,5167763000,5133579812
Asia (UN),,2074,5154544600,5119486878
Asia (UN),,2075,5140762600,5104719782
Asia (UN),,2076,5126396000,5089367950
Asia (UN),,2077,5111440400,5073455486
Asia (UN),,2078,5095886000,5056912479
Asia (UN),,2079,5079786000,5039867974
Asia (UN),,2080,5063181000,5022367478
Asia (UN),,2081,5046056400,5004314245
Asia (UN),,2082,5028530000,4985789045
Asia (UN),,2083,5010681300,4966848473
Asia (UN),,2084,4992488400,4947568667
Asia (UN),,2085,4973954000,4928012779
Asia (UN),,2086,4955116000,4908093340
Asia (UN),,2087,4936048600,4887935862
Asia (UN),,2088,4916828700,4867641579
Asia (UN),,2089,4897481700,4847151773
Asia (UN),,2090,4877988000,4826503623
Asia (UN),,2091,4858308000,4805756147
Asia (UN),,2092,4838457000,4784907328
Asia (UN),,2093,4818437600,4763909134
Asia (UN),,2094,4798281700,4742729590
Asia (UN),,2095,4778024400,4721401901
Asia (UN),,2096,4757597700,4699926200
Asia (UN),,2097,4736987600,4678293665
Asia (UN),,2098,4716207600,4656524081
Asia (UN),,2099,4695298000,4634655673
Asia (UN),,2100,4674249000,4612667568
Australia,AUS,2022,26177410,
Australia,AUS,2023,26439114,
Australia,AUS,2024,26699488,26713206
Australia,AUS,2025,26958056,26974023
Australia,AUS,2026,27214034,27227097
Australia,AUS,2027,27467172,27474269
Australia,AUS,2028,27717006,27718848
Australia,AUS,2029,27962256,27956570
Australia,AUS,2030,28202414,28188537
Australia,AUS,2031,28437620,28417797
Australia,AUS,2032,28667430,28641916
Australia,AUS,2033,28892154,28861608
Australia,AUS,2034,29112898,29078997
Australia,AUS,2035,29329432,29296169
Australia,AUS,2036,29541530,29513614
Australia,AUS,2037,29750260,29726632
Australia,AUS,2038,29955530,29938045
Australia,AUS,2039,30157200,30148424
Australia,AUS,2040,30355778,30357453
Australia,AUS,2041,30551306,30570274
Australia,AUS,2042,30744524,30786331
Australia,AUS,2043,30935802,31002217
Australia,AUS,2044,31124642,31216095
Australia,AUS,2045,31310780,31431128
Australia,AUS,2046,31493928,31650483
Australia,AUS,2047,31673996,31866218
Australia,AUS,2048,31850588,32081619
Australia,AUS,2049,32023532,32297182
Australia,AUS,2050,32192916,32506965
Australia,AUS,2051,32358848,32716088
Australia,AUS,2052,32522012,32921912
Australia,AUS,2053,32683280,33125567
Australia,AUS,2054,32842402,33331255
Australia,AUS,2055,32998548,33539311
Australia,AUS,2056,33151930,33745348
Australia,AUS,2057,33303992,33949051
Australia,AUS,2058,33454264,34156817
Australia,AUS,2059,33601950,34362634
Australia,AUS,2060,33747590,34562678
Australia,AUS,2061,33891730,34764692
Australia,AUS,2062,34034210,34969209
Australia,AUS,2063,34174676,35175463
Australia,AUS,2064,34313450,35377573
Australia,AUS,2065,34450720,35577434
Australia,AUS,2066,34586468,35784847
Australia,AUS,2067,34719972,35997271
Australia,AUS,2068,34852220,36211017
Australia,AUS,2069,34983720,36424696
Australia,AUS,2070,35113052,36635120
Australia,AUS,2071,35239188,36839673
Australia,AUS,2072,35362320,37041405
Australia,AUS,2073,35483224,37245063
Australia,AUS,2074,35602050,37451849
Australia,AUS,2075,35718440,37659590
Australia,AUS,2076,35831828,37865663
Australia,AUS,2077,35941630,38073797
Australia,AUS,2078,36048132,38284003
Australia,AUS,2079,36151696,38492853
Australia,AUS,2080,36252870,38700844
Australia,AUS,2081,36351400,38913378
Australia,AUS,2082,36446624,39127226
Australia,AUS,2083,36538880,39341143
Australia,AUS,2084,36629444,39552738
Australia,AUS,2085,36719828,39759316
Australia,AUS,2086,36808950,39970339
Australia,AUS,2087,36896430,40188441
Australia,AUS,2088,36983116,40416299
Australia,AUS,2089,37069216,40646492
Australia,AUS,2090,37156040,40876703
Australia,AUS,2091,37244132,41111412
Australia,AUS,2092,37333376,41344703
Australia,AUS,2093,37424350,41574724
Australia,AUS,2094,37516820,41797137
Australia,AUS,2095,37609984,42016473
Australia,AUS,2096,37704900,42243354
Australia,AUS,2097,37800876,42477126
Australia,AUS,2098,37896276,42706740
Australia,AUS,2099,37992424,42926634
Australia,AUS,2100,38089396,43143683
Austria,AUT,2022,8939617,
Austria,AUT,2023,8958961,
Austria,AUT,2024,8977141,9120816
Austria,AUT,2025,8994128,9113577
Austria,AUT,2026,9009826,9107266
Austria,AUT,2027,9023829,9101493
Austria,AUT,2028,9036043,9096273
Austria,AUT,2029,9046324,9089766
Austria,AUT,2030,9054579,9080344
Austria,AUT,2031,9060871,9069085
Austria,AUT,2032,9065313,9056503
Austria,AUT,2033,9067939,9043482
Austria,AUT,2034,9068871,9029410
Austria,AUT,2035,9068345,9014206
Austria,AUT,2036,9066455,8999241
Austria,AUT,2037,9063233,8982695
Austria,AUT,2038,9058836,8966407
Austria,AUT,2039,9053461,8950785
Austria,AUT,2040,9047047,8934064
Austria,AUT,2041,9039621,8917554
Austria,AUT,2042,9031237,8900670
Austria,AUT,2043,9021777,8883179
Austria,AUT,2044,9011354,8864499
Austria,AUT,2045,8999964,8844732
Austria,AUT,2046,8987433,8824206
Austria,AUT,2047,8973592,8801905
Austria,AUT,2048,8958386,8777843
Austria,AUT,2049,8941900,8751755
Austria,AUT,2050,8924197,8724335
Austria,AUT,2051,8905101,8696688
Austria,AUT,2052,8884521,8667917
Austria,AUT,2053,8862764,8636704
Austria,AUT,2054,8839832,8603888
Austria,AUT,2055,8815846,8570632
Austria,AUT,2056,8791244,8537009
Austria,AUT,2057,8766160,8501897
Austria,AUT,2058,8740608,8465821
Austria,AUT,2059,8714801,8430066
Austria,AUT,2060,8689134,8394697
Austria,AUT,2061,8663685,8360107
Austria,AUT,2062,8638618,8325614
Austria,AUT,2063,8614157,8291173
Austria,AUT,2064,8590199,8258215
Austria,AUT,2065,8566782,8225772
Austria,AUT,2066,8543997,8193044
Austria,AUT,2067,8521833,8161530
Austria,AUT,2068,8500096,8131304
Austria,AUT,2069,8478883,8101563
Austria,AUT,2070,8458095,8072755
Austria,AUT,2071,8437480,8045280
Austria,AUT,2072,8417041,8017717
Austria,AUT,2073,8396725,7990447
Austria,AUT,2074,8376256,7963625
Austria,AUT,2075,8355529,7937313
Austria,AUT,2076,8334626,7911658
Austria,AUT,2077,8313469,7884738
Austria,AUT,2078,8292143,7857203
Austria,AUT,2079,8270859,7830805
Austria,AUT,2080,8249599,7805757
Austria,AUT,2081,8228536,7781115
Austria,AUT,2082,8207683,7755987
Austria,AUT,2083,8187013,7730752
Austria,AUT,2084,8166596,7705350
Austria,AUT,2085,8146550,7680364
Austria,AUT,2086,8127072,7656849
Austria,AUT,2087,8108185,7634724
Austria,AUT,2088,8089987,7612693
Austria,AUT,2089,8072628,7590337
Austria,AUT,2090,8056314,7569184
Austria,AUT,2091,8040977,7549437
Austria,AUT,2092,8026640,7530926
Austria,AUT,2093,8013464,7513398
Austria,AUT,2094,8001332,7496580
Austria,AUT,2095,7990092,7479872
Austria,AUT,2096,7979782,7462942
Austria,AUT,2097,7970282,7446096
Austria,AUT,2098,7961448,7429820
Austria,AUT,2099,7953314,7414449
Austria,AUT,2100,7945559,7399337
Azerbaijan,AZE,2022,10358078,
Azerbaijan,AZE,2023,10412652,
Azerbaijan,AZE,2024,10462910,10336579
Azerbaijan,AZE,2025,10509541,10397711
Azerbaijan,AZE,2026,10553319,10454855
Azerbaijan,AZE,2027,10595099,10509426
Azerbaijan,AZE,2028,10635060,10562599
Azerbaijan,AZE,2029,10673548,10614756
Azerbaijan,AZE,2030,10711143,10665383
Azerbaijan,AZE,2031,10747711,10714635
Azerbaijan,AZE,2032,10783335,10762930
Azerbaijan,AZE,2033,10817827,10809814
Azerbaijan,AZE,2034,10850748,10855008
Azerbaijan,AZE,2035,10881471,10898667
Azerbaijan,AZE,2036,10909438,10940352
Azerbaijan,AZE,2037,10934403,10979738
Azerbaijan,AZE,2038,10955611,11016356
Azerbaijan,AZE,2039,10972312,11050287
Azerbaijan,AZE,2040,10984428,11081342
Azerbaijan,AZE,2041,10991900,11108924
Azerbaijan,AZE,2042,10994372,11133347
Azerbaijan,AZE,2043,10992019,11154829
Azerbaijan,AZE,2044,10985171,11173134
Azerbaijan,AZE,2045,10974135,11188805
Azerbaijan,AZE,2046,10959392,11201690
Azerbaijan,AZE,2047,10941125,11211754
Azerbaijan,AZE,2048,10919529,11219462
Azerbaijan,AZE,2049,10894839,11223543
Azerbaijan,AZE,2050,10867299,11224921
Azerbaijan,AZE,2051,10837260,11224452
Azerbaijan,AZE,2052,10805071,11221889
Azerbaijan,AZE,2053,10771187,11217140
Azerbaijan,AZE,2054,10735920,11210468
